 440992.001734540    5  25065301.2230 
 440992.001734540    6  20840781.9357 
 440992.001734540   17  22060162.3549 
 440992.001734540   30  22440294.5653 
 440992.001734540   10  23361220.9681 
 440992.001734540   23  24011985.8110 
 440992.001734540   22  24495653.9077 
 440992.001734540   26  24478237.8405 
